arm,epoch,kind,side,sec,ask,fill_px,p,p_venue,ev,thr,rv60,move_bps,spent,win,pnl
8796,1789874700,EF,DOWN,69.8,0.44,0.44,0.5909,0.565,0.2903,0.25,0.5183,-2.61,2.99,1,3.5526
8795,1789875000,EF,UP,70.6,0.51,0.51,0.6776,0.505,0.2831,0.25,0.4559,0,3,0,-2.9995
8796,1789875000,EF,UP,215.3,0.43,0.43,0.6776,0.425,0.513,0.25,0.5039,2.22,2.99,0,-2.9949
8795,1789875600,EF,UP,76,0.44,0.44,0.623,0.435,0.3605,0.25,0.6236,6.22,2.99,1,3.5526
8796,1789875600,EF,UP,75.9,0.44,0.44,0.623,0.435,0.3605,0.25,0.6236,6.22,2.99,1,3.5526
8795,1789876500,EF,DOWN,145.4,0.51,0.51,0.632,0.495,0.1968,0.15,0.1584,-3.09,3,0,-2.9995
8796,1789876500,EF,DOWN,145.5,0.51,0.51,0.632,0.495,0.1968,0.15,0.1584,-3.09,3,0,-2.9995
8795,1789877700,EF,DOWN,232.2,0.33,0.33,0.5098,0.68,0.4724,0.25,0.3084,-0.69,2.99,1,5.6725
8796,1789877700,EF,DOWN,232.3,0.3,0.3,0.5098,0.705,0.6161,0.25,0.3004,-0.95,2.99,1,6.5103
8795,1789878000,EF,UP,203.7,0.36,0.36,0.5314,0.345,0.41,0.25,0.4286,0.33,1.29,1,2.1461
8796,1789878000,EF,UP,205.3,0.35,0.3573,0.5314,0.34,0.4492,0.25,0.4166,0.33,2.99,1,8.2986
8796,1789878000,REVERSAL,UP,210.2,,0.46,0.6178,,,0,,,3,1,8.2986
8796,1789878600,EF,UP,83.2,0.57,0.57,0.7167,0.565,0.2195,0.15,0.1538,1.64,3,1,2.1077
8795,1789878900,EF,UP,92.4,0.39,0.39,0.5314,0.385,0.3044,0.25,0.3665,0,2.99,1,4.3664
8796,1789878900,EF,UP,92.3,0.39,0.39,0.5314,0.385,0.3044,0.25,0.3625,0,2.99,1,4.3664
8795,1789879500,EF,UP,151.9,0.47,0.47,0.623,0.465,0.2764,0.25,0.7308,-0.39,3,0,-2.9972
8796,1789879500,EF,UP,152,0.47,0.47,0.623,0.465,0.2764,0.25,0.8064,-0.39,3,0,-2.9972
8795,1789880100,EF,UP,66.6,0.42,0.42,0.5694,0.405,0.3007,0.25,0.3302,0.75,2.19,0,-2.1853
8796,1789880100,EF,UP,66.3,0.4,0.4,0.5694,0.395,0.3638,0.25,0.3348,0.75,2.99,0,-2.9905
8795,1789880400,EF,UP,214.1,0.51,0.51,0.6776,0.505,0.2831,0.25,0.5823,1.11,2.64,1,2.3625
8796,1789880400,EF,UP,213.8,0.51,0.51,0.6776,0.505,0.2831,0.25,0.5559,1.11,3,1,2.6868
8795,1789881000,EF,UP,40,0.42,0.42,0.5314,0.415,0.2139,0.15,0.1482,0.85,3,1,3.8602
8796,1789881000,EF,UP,40.1,0.42,0.42,0.5314,0.415,0.2139,0.15,0.1482,0.85,3,1,3.8602
8795,1789881600,EF,DOWN,132.4,0.37,0.37,0.5098,0.635,0.3171,0.25,0.5289,0.17,3,1,4.7602
8796,1789881600,EF,UP,111.1,0.51,0.51,0.6776,0.505,0.2831,0.25,0.4174,2.83,3,0,-2.9995
8795,1789881900,EF,UP,63.3,0.46,0.46,0.623,0.455,0.3032,0.25,1.0416,6.97,3,1,3.2834
8795,1789882800,EF,UP,115,0.46,0.46,0.5694,0.455,0.1911,0.15,0.1271,-0.57,3,1,3.2834
8796,1789882800,EF,UP,114.8,0.45,0.4519,0.5694,0.445,0.2167,0.15,0.1562,-0.57,2.99,1,3.3823
8795,1789883100,EF,DOWN,17.6,0.38,0.38,0.5098,0.625,0.2834,0.15,0.0006,-0,2.99,1,4.5581
8796,1789883100,EF,DOWN,17.6,0.38,0.38,0.5098,0.625,0.2834,0.15,0.0006,-0,2.99,1,4.5581
8795,1789883700,EF,UP,96.6,0.45,0.45,0.623,0.445,0.3312,0.25,0.2463,2.2,2.99,1,3.4091
8796,1789883700,EF,UP,96.5,0.45,0.45,0.623,0.445,0.3312,0.25,0.2463,2.2,2.99,1,3.4091
8795,1789884000,EF,UP,38.7,0.41,0.41,0.5314,0.405,0.2426,0.15,0.1335,-0.04,3,0,-2.9989
8796,1789884000,EF,UP,38.6,0.41,0.41,0.5314,0.405,0.2426,0.15,0.13,-0.04,3,0,-2.9989
8795,1789884300,EF,UP,69.8,0.5,0.5,0.6776,0.495,0.3078,0.25,0.3582,3.98,2.99,1,2.7889
8796,1789884300,EF,UP,69.7,0.5,0.5,0.6776,0.495,0.3078,0.25,0.2959,3.48,2.99,1,2.7889
8795,1789884600,EF,DOWN,161.7,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1427,-5.12,3,0,-2.9952
8796,1789884600,EF,DOWN,161.7,0.48,0.48,0.5943,0.525,0.1931,0.15,0.1427,-5.12,3,0,-2.9952
8795,1789884900,EF,DOWN,166.8,0.27,0.27,0.5438,0.735,0.9112,0.25,0.6884,-1.49,3,0,-2.9956
8796,1789884900,EF,DOWN,158,0.35,0.35,0.5098,0.655,0.3903,0.25,0.5591,1.58,2.99,0,-5.9833
8796,1789884900,REVERSAL,DOWN,172.2,,0.49,0.6334,,,0,,,2.99,0,-5.9833
8795,1789885800,EF,UP,123.9,0.43,0.43,0.5896,0.425,0.3164,0.25,0.4418,0.36,2.99,0,-2.9949
8796,1789885800,EF,UP,123.8,0.43,0.43,0.5896,0.425,0.3164,0.25,0.4381,0.36,2.99,0,-2.9949
8795,1789886700,EF,DOWN,33.7,0.38,0.38,0.5098,0.625,0.2834,0.25,0.2777,-2.28,2.99,0,-2.9946
8796,1789886700,EF,DOWN,40.6,0.38,0.38,0.5098,0.625,0.2834,0.25,0.278,-2.28,2.99,0,-2.9946
8795,1789887000,EF,UP,67.3,0.41,0.41,0.5314,0.405,0.2426,0.15,0.0955,0.5,3,0,-2.9989
8796,1789887000,EF,UP,67.2,0.41,0.41,0.5314,0.405,0.2426,0.15,0.0955,0.5,3,0,-2.9989
8795,1789887300,EF,UP,141.8,0.38,0.3896,0.5694,0.365,0.4335,0.25,0.611,2.53,2.99,1,4.374
8796,1789887300,EF,UP,142,0.37,0.376,0.5694,0.36,0.4711,0.25,0.5875,2.53,3,1,4.6383
8795,1789887600,EF,UP,131.8,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0008,2.56,3,0,-2.9996
8796,1789887600,EF,UP,60.7,0.5,0.5,0.6776,0.495,0.3078,0.25,0.2299,2.56,2.99,0,-2.9912
8795,1789887900,EF,UP,60.6,0.34,0.34,0.5314,0.335,0.4907,0.25,0.3218,2.44,2.99,1,5.4196
8796,1789887900,EF,UP,60.7,0.34,0.34,0.5314,0.335,0.4907,0.25,0.3218,2.44,2.99,1,5.4196
8795,1789888200,EF,UP,43.8,0.46,0.46,0.623,0.455,0.3032,0.25,0.2378,1.07,3,1,3.2834
8796,1789888200,EF,UP,55.8,0.46,0.46,0.623,0.455,0.3032,0.25,0.2099,1.07,3,1,3.2834
8795,1789888800,EF,UP,182.6,0.57,0.5702,0.7473,0.565,0.2716,0.25,0.508,2.27,3,1,2.1059
8796,1789888800,EF,UP,212.4,0.57,0.57,0.7473,0.565,0.2716,0.25,0.4859,2.74,3,1,2.1077
8796,1789890000,EF,DOWN,45.7,0.43,0.43,0.5402,0.575,0.2061,0.15,0.083,-0,2.99,0,-2.9949
8795,1789890300,EF,UP,81.8,0.39,0.39,0.5314,0.345,0.3044,0.25,0.4589,1.39,2.99,0,-2.9926
8796,1789890300,EF,UP,81.8,0.4,0.4,0.5694,0.375,0.3638,0.25,0.4589,1.39,2.99,0,-2.9905
8795,1789890600,EF,UP,77.4,0.51,0.51,0.6776,0.5,0.2831,0.25,0.1891,0.82,3,0,-2.9995
8796,1789890600,EF,UP,77.2,0.5,0.5,0.6776,0.495,0.3078,0.15,0.0998,0,2.99,0,-2.9912
8795,1789891800,EF,DOWN,125.9,0.46,0.469,0.6272,0.545,0.3119,0.25,0.2196,-1.98,3,0,-2.9974
8796,1789891800,EF,DOWN,125.9,0.46,0.46,0.6272,0.545,0.3119,0.25,0.2196,-1.98,3,0,-5.9982
8796,1789891800,REVERSAL,DOWN,124.8,,0.41,0.6817,,,0,,,3,0,-5.9982
8795,1789892100,EF,UP,21.2,0.51,0.51,0.623,0.505,0.1797,0.15,0.1014,0,3,0,-2.9995
8796,1789892100,EF,UP,41.5,0.46,0.462,0.5694,0.455,0.1911,0.15,0.0721,0,3,0,-2.9988
8795,1789892700,EF,UP,33.9,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0896,0.25,3,0,-2.9996
8796,1789892700,EF,UP,33.8,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0634,0,3,0,-2.9996
8795,1789893300,EF,UP,64.9,0.5,0.5,0.623,0.495,0.2024,0.15,0.0717,-0.6,2.99,0,-2.9912
8796,1789893300,EF,UP,64.8,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0779,-0.6,3,0,-2.9996
8795,1789893900,EF,UP,38.2,0.51,0.51,0.623,0.505,0.1797,0.15,0.0955,0,3,0,-2.9995
8796,1789893900,EF,UP,40.1,0.51,0.51,0.623,0.505,0.1797,0.15,0.0955,0,3,0,-2.9995
8795,1789894200,EF,UP,156.5,0.51,0.51,0.7167,0.495,0.357,0.25,1.1803,0.33,3,1,2.6868
8796,1789894200,EF,UP,163.1,0.51,0.51,0.6776,0.505,0.2831,0.25,1.1448,-0.83,3,1,2.6868
8795,1789894500,EF,DOWN,69,0.4,0.4,0.5402,0.605,0.2937,0.25,0.2789,0.13,2.99,0,-2.9905
8796,1789894500,EF,DOWN,69.2,0.4,0.4,0.5402,0.605,0.2937,0.25,0.2789,0.13,2.99,0,-2.9905
8795,1789894800,EF,UP,110.5,0.46,0.46,0.5694,0.455,0.1911,0.15,0.0008,-1,3,1,3.2834
8796,1789894800,EF,UP,110.2,0.46,0.46,0.5694,0.455,0.1911,0.15,0.0007,-1,3,1,3.2834
8795,1789895100,EF,UP,76.6,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0008,-1.4,3,0,-2.9996
8796,1789895100,EF,UP,76.6,0.56,0.56,0.6776,0.555,0.1728,0.15,0.0008,-1.4,3,0,-2.9996
8795,1789895400,EF,UP,38.5,0.48,0.48,0.6776,0.475,0.3603,0.25,0.2372,1.85,3,1,3.0256
8795,1789895700,EF,UP,213.7,0.48,0.4817,0.5896,0.475,0.1836,0.15,0.0008,1.61,2.99,1,3.0051
8796,1789895700,EF,UP,109.8,0.5,0.5,0.7167,0.495,0.3832,0.25,0.356,1.61,2.99,1,2.7889
8795,1789896300,EF,UP,60.6,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1328,1.11,3,1,2.1968
8796,1789896300,EF,UP,60.4,0.56,0.56,0.6776,0.555,0.1728,0.15,0.1418,1.11,3,1,2.1968
8795,1789896600,EF,UP,17.8,0.45,0.45,0.623,0.445,0.3312,0.15,0.0008,0,2.99,1,3.4091
8796,1789896600,EF,UP,17.8,0.45,0.45,0.623,0.445,0.3312,0.15,0.0008,0,2.99,1,3.4091
8796,1789897200,EF,DOWN,197.6,0.34,0.34,0.6272,0.725,0.7594,0.25,0.8937,-3.26,2.99,0,-2.9921
8795,1789898100,EF,UP,77.8,0.46,0.46,0.5694,0.445,0.1911,0.15,0.0008,0,3,0,-2.9992
8796,1789898100,EF,UP,77.6,0.46,0.46,0.5694,0.435,0.1911,0.15,0.0008,0,3,0,-2.9992
