calibration,ev_mode,pad_ticks,max_ask,trades_per_day,right_pct,profit,max_dd,profit_per_dd,losing_days,longest_losing_run
walkfwd_platt,regime_x0.6,3,0.5,35.9,51.9,354.7,41.7,8.5,1,7
walkfwd_platt,regime_x0.6,3,0.6,54.9,55.1,423.2,53.0,7.99,1,7
walkfwd_platt,regime_x0.6,3,0.7,57.4,55.8,429.3,50.1,8.57,1,7
walkfwd_platt,regime_x0.6,5,0.5,33.6,52.4,352.3,41.7,8.44,1,7
walkfwd_platt,regime_x0.6,5,0.6,51.8,55.3,410.1,53.0,7.74,1,7
walkfwd_platt,regime_x0.6,5,0.7,54.2,56.0,416.2,50.1,8.3,1,7
walkfwd_platt,regime_x1.4,0,0.5,7.4,49.2,115.4,20.0,5.77,0,4
walkfwd_platt,regime_x1.4,0,0.6,7.6,50.8,122.3,16.8,7.3,0,3
walkfwd_platt,regime_x1.4,0,0.7,7.8,51.6,125.2,16.8,7.47,0,3
walkfwd_platt,regime_x1.4,1,0.5,6.9,49.1,115.5,20.0,5.77,0,4
walkfwd_platt,regime_x1.4,1,0.6,7.1,50.9,122.4,16.8,7.3,0,3
walkfwd_platt,regime_x1.4,1,0.7,7.2,51.7,125.2,16.8,7.47,0,3
walkfwd_platt,regime_x1.4,3,0.5,6.2,50.0,112.9,15.5,7.27,0,3
walkfwd_platt,regime_x1.4,3,0.6,6.5,51.9,119.8,15.5,7.71,0,3
walkfwd_platt,regime_x1.4,3,0.7,6.6,52.8,122.6,15.5,7.9,0,3
walkfwd_platt,regime_x1.4,5,0.5,5.5,54.5,127.0,15.0,8.47,1,3
walkfwd_platt,regime_x1.4,5,0.6,5.8,56.5,133.9,11.8,11.38,1,2
walkfwd_platt,regime_x1.4,5,0.7,5.9,57.4,136.8,11.8,11.63,1,2
