epoch,utc_time,raw_fired,fixed_fired,side_raw,side_fixed,ask_raw,ask_fixed,won_raw,won_fixed,paper_pnl_raw,paper_pnl_fixed,exec_exp_pnl_raw,exec_exp_pnl_fixed,exec_p05_cum_raw,exec_p95_cum_raw,exec_p05_cum_fixed,exec_p95_cum_fixed,grading_source
1789779900,2026-09-19 01:05:00,1,1,UP,UP,0.3600,0.3600,0,0,-10.4480,-10.4480,-6.6593,-6.9517,-328.4532,-140.9644,-280.5631,-122.9801,engine
1789787100,2026-09-19 03:05:00,1,1,DOWN,DOWN,0.4500,0.4500,1,1,11.8372,11.8372,5.5288,5.6828,-324.7383,-135.2534,-275.1194,-117.6321,engine
1789793400,2026-09-19 04:50:00,1,0,DOWN,,0.3700,,0,,-10.4410,0,-6.8533,0,-331.6330,-141.3713,-275.1194,-117.6321,engine
1790001300,2026-09-21 14:35:00,1,1,DOWN,DOWN,0.5000,0.5000,1,1,9.6500,9.6500,4.5084,4.3568,-327.5360,-135.2645,-272.1491,-112.3091,engine
1790001600,2026-09-21 14:40:00,0,1,,DOWN,,0.6300,,1,0,5.6140,0,2.5934,-327.5360,-135.2645,-269.2848,-110.1567,engine
1790002200,2026-09-21 14:50:00,1,0,DOWN,,0.3700,,0,,-10.4410,0,-6.7695,0,-334.9207,-143.1344,-269.2848,-110.1567,engine
1790003400,2026-09-21 15:10:00,1,1,DOWN,DOWN,0.3000,0.3000,0,0,-10.4900,-10.4900,-6.7787,-6.3918,-342.9842,-147.9823,-273.5914,-117.6321,engine
1790005200,2026-09-21 15:40:00,1,1,DOWN,DOWN,0.3900,0.6400,0,0,-10.4270,-10.2520,-6.9573,-6.5750,-352.4428,-153.5958,-281.8394,-120.5797,engine
1790005500,2026-09-21 15:45:00,1,0,DOWN,,0.4300,,0,,-10.3990,0,-6.7630,0,-355.7893,-156.9733,-281.8394,-120.5797,engine
1790006700,2026-09-21 16:05:00,1,1,UP,UP,0.4800,0.4800,0,0,-10.3640,-10.3640,-6.6579,-6.9167,-363.7385,-164.9313,-287.3381,-127.8989,engine
1790007000,2026-09-21 16:10:00,1,1,DOWN,DOWN,0.3900,0.5500,1,1,15.2140,7.8668,7.4510,3.4752,-360.1548,-157.1666,-284.1371,-122.6070,engine
1790007600,2026-09-21 16:20:00,1,1,DOWN,DOWN,0.4000,0.4000,0,0,-10.4200,-10.4200,-6.7967,-6.8914,-366.9424,-164.1494,-292.2196,-131.4684,engine
1790008200,2026-09-21 16:30:00,1,1,UP,UP,0.5700,0.6800,0,0,-10.3010,-10.2240,-6.5871,-6.4949,-372.0531,-166.7691,-298.6252,-134.8860,engine
1790008500,2026-09-21 16:35:00,1,1,UP,UP,0.4800,0.4800,0,0,-10.3640,-10.3640,-6.6367,-7.0282,-378.6521,-176.2573,-305.1521,-141.8290,engine
1790009700,2026-09-21 16:55:00,1,1,DOWN,DOWN,0.3300,0.3300,0,0,-10.4690,-10.4690,-6.7358,-6.9439,-387.7160,-180.3745,-311.3206,-149.5133,engine
1790011200,2026-09-21 17:20:00,1,0,DOWN,,0.4700,,0,,-10.3710,0,-6.3725,0,-393.6093,-187.0267,-311.3206,-149.5133,engine
1790011500,2026-09-21 17:25:00,1,1,UP,UP,0.5100,0.5100,1,1,9.2648,9.2648,4.3891,4.3889,-391.5297,-183.8717,-308.2076,-143.2529,engine
1790012100,2026-09-21 17:35:00,1,1,UP,UP,0.4800,0.5000,1,1,10.4693,9.6500,4.7028,4.5876,-385.9356,-176.0228,-304.9094,-138.9610,engine
1790012400,2026-09-21 17:40:00,1,1,UP,UP,0.4400,0.4400,0,0,-10.3920,-10.3920,-6.5607,-6.7685,-393.2763,-184.7740,-312.7179,-144.4906,engine
1790013600,2026-09-21 18:00:00,1,1,DOWN,DOWN,0.5500,0.5500,0,0,-10.3150,-10.3150,-6.7182,-6.8204,-400.8912,-191.5626,-319.8094,-152.8638,engine
1790013900,2026-09-21 18:05:00,1,1,DOWN,DOWN,0.4100,0.5800,0,0,-10.4130,-10.2940,-6.8334,-7.0533,-407.8783,-198.6980,-327.1377,-157.0546,engine
1790015400,2026-09-21 18:30:00,1,1,DOWN,DOWN,0.3800,0.3800,1,1,15.8818,15.8818,7.7082,7.3896,-400.6902,-186.9056,-322.3015,-151.9451,engine
1790016300,2026-09-21 18:45:00,1,1,UP,UP,0.5100,0.5100,1,1,9.2648,9.2648,4.3457,4.2394,-394.6170,-184.3673,-317.6132,-145.2831,engine
1790017800,2026-09-21 19:10:00,1,0,UP,,0.4700,,1,,10.9056,0,5.1316,0,-388.1599,-177.3705,-317.6132,-145.2831,engine
1790018400,2026-09-21 19:20:00,1,1,DOWN,DOWN,0.3900,0.3900,1,1,15.2140,15.2140,7.2208,6.9295,-382.5638,-169.0365,-310.2027,-139.5444,engine
1790019000,2026-09-21 19:30:00,1,0,DOWN,,0.4100,,0,,-10.4130,0,-6.8353,0,-387.5204,-175.5478,-310.2027,-139.5444,engine
1790019300,2026-09-21 19:35:00,0,1,,DOWN,,0.7200,,1,0,3.6929,0,1.6261,-387.5204,-175.5478,-309.5716,-136.4619,engine
1790019900,2026-09-21 19:45:00,1,1,DOWN,DOWN,0.4500,0.4500,1,1,11.8372,11.8372,5.2971,5.3971,-382.9438,-170.5929,-306.0426,-130.7887,engine
1790020800,2026-09-21 20:00:00,1,1,UP,UP,0.5500,0.5500,1,1,7.8668,7.8668,3.6179,3.5076,-379.6130,-165.6634,-302.7916,-125.0335,engine
1790021100,2026-09-21 20:05:00,1,0,DOWN,,0.4800,,0,,-10.3640,0,-6.8758,0,-388.2022,-172.5856,-302.7916,-125.0335,engine
1790021400,2026-09-21 20:10:00,1,1,UP,UP,0.4700,0.4700,1,1,10.9056,10.9056,5.3903,5.0035,-381.3900,-166.2607,-296.3433,-122.0830,engine
1790021700,2026-09-21 20:15:00,1,1,UP,UP,0.3200,0.3200,1,1,20.7740,20.7740,9.3658,8.9777,-374.5994,-159.3199,-290.1725,-109.9430,engine
1790022000,2026-09-21 20:20:00,1,1,DOWN,DOWN,0.4700,0.7600,0,0,-10.3710,-10.1680,-6.9102,-6.8054,-383.6037,-168.6965,-296.2192,-116.8336,engine
1790022900,2026-09-21 20:35:00,1,1,DOWN,DOWN,0.5300,0.5300,1,1,8.5389,8.5389,4.0273,4.1838,-380.1936,-163.8010,-293.5882,-111.0223,engine
1790023200,2026-09-21 20:40:00,1,1,UP,UP,0.4000,0.4000,0,0,-10.4200,-10.4200,-6.6727,-6.9013,-387.5732,-170.4523,-298.5920,-116.5830,engine
1790025600,2026-09-21 21:20:00,1,1,UP,UP,0.5300,0.5300,1,1,8.5389,8.5389,4.1815,4.0911,-382.8576,-164.2217,-297.7629,-114.7468,engine
1790026500,2026-09-21 21:35:00,1,0,DOWN,,0.3900,,0,,-10.4270,0,-6.5105,0,-388.7737,-169.1793,-297.7629,-114.7468,engine
1790029800,2026-09-21 22:30:00,1,0,DOWN,,0.4500,,0,,-10.3850,0,-6.8054,0,-395.9246,-176.2022,-297.7629,-114.7468,engine
1790031300,2026-09-21 22:55:00,1,0,DOWN,,0.3900,,0,,-10.4270,0,-6.6554,0,-401.6519,-181.3506,-297.7629,-114.7468,engine
1790031900,2026-09-21 23:05:00,1,0,DOWN,,0.3700,,0,,-10.4410,0,-6.9981,0,-409.7227,-189.5920,-297.7629,-114.7468,engine
1790034300,2026-09-21 23:45:00,1,1,UP,UP,0.5100,0.5100,1,1,9.2648,9.2648,4.1494,4.4486,-406.3557,-187.9972,-291.4501,-106.5862,engine
1790035500,2026-09-22 00:05:00,1,1,DOWN,DOWN,0.4400,0.4400,1,1,12.3353,12.3353,5.9952,5.8016,-402.8710,-178.8123,-288.2895,-99.1971,engine
1790036100,2026-09-22 00:15:00,1,1,DOWN,DOWN,0.3800,0.3800,1,1,15.8818,15.8818,7.3160,7.0820,-393.3861,-168.9201,-278.9033,-96.2367,engine
1790037900,2026-09-22 00:45:00,0,1,,DOWN,,0.6700,,1,0,4.6944,0,2.2055,-393.3861,-168.9201,-275.7091,-94.0444,engine
1790038800,2026-09-22 01:00:00,1,1,DOWN,DOWN,0.5400,0.4900,1,1,8.1965,10.0512,3.9205,4.7063,-391.1238,-165.2254,-270.7772,-89.3067,engine
1790039700,2026-09-22 01:15:00,1,1,DOWN,DOWN,0.4600,0.4600,1,1,11.3611,11.3611,5.3132,5.2899,-389.1517,-160.0752,-268.0241,-83.8968,engine
1790040000,2026-09-22 01:20:00,1,1,DOWN,DOWN,0.5000,0.5000,0,0,-10.3500,-10.3500,-6.8545,-6.8645,-394.7751,-166.2569,-274.5376,-90.2347,engine
1790040300,2026-09-22 01:25:00,1,1,DOWN,DOWN,0.4200,0.4200,0,0,-10.4060,-10.4060,-6.4657,-6.6640,-401.5451,-171.1895,-280.8468,-96.9591,engine
1790041200,2026-09-22 01:40:00,1,1,DOWN,DOWN,0.3900,0.4200,0,0,-10.4270,-10.4060,-6.8427,-6.5287,-411.0663,-179.8231,-287.8499,-103.8831,engine
1790042400,2026-09-22 02:00:00,1,1,DOWN,DOWN,0.3900,0.4600,1,1,15.2140,11.3611,7.0967,5.4049,-400.7313,-172.0555,-283.6132,-96.1241,engine
1790046000,2026-09-22 03:00:00,1,0,UP,,0.4300,,0,,-10.3990,0,-6.7407,0,-408.5495,-177.0670,-283.6132,-96.1241,engine
1790046900,2026-09-22 03:15:00,1,1,DOWN,DOWN,0.4400,0.4400,1,1,12.3353,12.3353,5.8846,5.9233,-402.0990,-174.9159,-276.6404,-89.2482,engine
1790049600,2026-09-22 04:00:00,1,1,DOWN,DOWN,0.5500,0.5500,0,0,-10.3150,-10.3150,-6.7571,-6.6874,-409.0544,-180.8473,-281.8602,-97.4891,engine
1790051100,2026-09-22 04:25:00,1,1,DOWN,DOWN,0.3700,0.3700,0,0,-10.4410,-10.4410,-6.6232,-6.6146,-413.6611,-187.0476,-291.1928,-104.0457,engine
1790052900,2026-09-22 04:55:00,1,0,DOWN,,0.3900,,1,,15.2140,0,7.5008,0,-406.6155,-181.8862,-291.1928,-104.0457,engine
1790057100,2026-09-22 06:05:00,1,1,UP,UP,0.3900,0.3900,1,1,15.2140,15.2140,7.2017,7.3911,-398.4573,-176.1855,-286.9405,-95.1197,engine
1790058900,2026-09-22 06:35:00,1,1,UP,UP,0.5200,0.4000,1,1,8.8948,14.5800,4.2295,6.6277,-397.4124,-171.7077,-281.1438,-88.5246,engine
1790063400,2026-09-22 07:50:00,1,1,UP,UP,0.4600,0.4600,1,1,11.3611,11.3611,5.2000,5.3050,-392.1058,-166.6908,-275.4279,-81.7842,engine
1790064300,2026-09-22 08:05:00,1,1,DOWN,DOWN,0.3600,0.3600,0,0,-10.4480,-10.4480,-6.9305,-6.9408,-401.1600,-172.6523,-283.0677,-90.3191,engine
1790066700,2026-09-22 08:45:00,0,1,,DOWN,,0.7300,,0,0,-10.1890,0,-6.6767,-401.1600,-172.6523,-291.2042,-97.0058,engine
1790067900,2026-09-22 09:05:00,1,1,UP,UP,0.5400,0.5400,1,1,8.1965,8.1965,3.9605,3.7605,-399.7922,-170.3199,-289.7808,-92.9409,engine
1790070900,2026-09-22 09:55:00,0,1,,DOWN,,0.6300,,0,0,-10.2590,0,-6.3653,-399.7922,-170.3199,-293.3766,-98.2035,engine
1790073600,2026-09-22 10:40:00,0,1,,DOWN,,0.7300,,1,0,3.5096,0,1.4805,-399.7922,-170.3199,-292.9774,-96.8550,engine
1790074500,2026-09-22 10:55:00,1,1,DOWN,DOWN,0.3800,0.3800,1,1,15.8818,15.8818,7.4446,7.3549,-388.1019,-163.7750,-285.1496,-90.7468,engine
1790075400,2026-09-22 11:10:00,1,1,UP,UP,0.5100,0.7100,1,1,9.2648,3.8815,4.3147,1.7701,-384.7330,-158.7469,-283.8648,-88.5737,engine
1790080200,2026-09-22 12:30:00,1,1,DOWN,DOWN,0.4900,0.4900,1,1,10.0512,10.0512,4.6980,4.7505,-379.1992,-151.6880,-278.3070,-84.7262,engine
1790080500,2026-09-22 12:35:00,1,1,UP,UP,0.4600,0.4600,0,0,-10.3780,-10.3780,-6.7094,-6.5615,-387.1648,-158.7469,-286.5268,-89.4373,engine
1790081400,2026-09-22 12:50:00,1,1,DOWN,DOWN,0.4400,0.7300,1,1,12.3353,3.5096,5.3931,1.6101,-380.5233,-149.8549,-284.4943,-87.5481,engine
1790090700,2026-09-22 15:25:00,1,1,UP,UP,0.5200,0.5500,0,0,-10.3360,-10.3150,-6.6387,-6.9252,-387.0811,-157.9863,-293.5866,-92.4571,engine
1790091900,2026-09-22 15:45:00,1,1,DOWN,DOWN,0.4800,0.4800,0,0,-10.3640,-10.3640,-6.7485,-6.6588,-395.6885,-165.5464,-298.2286,-99.7910,engine
1790093100,2026-09-22 16:05:00,1,0,UP,,0.4400,,0,,-10.3920,0,-6.7472,0,-401.7121,-172.2520,-298.2286,-99.7910,engine
1790093700,2026-09-22 16:15:00,1,1,DOWN,DOWN,0.4800,0.4800,1,1,10.4693,10.4693,4.9065,5.0664,-398.1757,-169.0202,-295.2202,-96.9359,engine
1790094300,2026-09-22 16:25:00,1,1,DOWN,DOWN,0.4000,0.4000,1,1,14.5800,14.5800,6.6973,6.7090,-388.5769,-155.8996,-288.7425,-87.1093,engine
1790095500,2026-09-22 16:45:00,1,1,UP,UP,0.4500,0.4500,1,1,11.8372,11.8372,5.5674,5.5745,-384.0661,-150.1885,-281.1774,-84.1503,engine
1790096100,2026-09-22 16:55:00,1,1,DOWN,DOWN,0.4500,0.4400,1,1,11.8372,12.3353,5.4403,5.7022,-381.7963,-147.2564,-277.7802,-75.3082,engine
1790097000,2026-09-22 17:10:00,0,1,,DOWN,,0.7800,,1,0,2.6665,0,1.2058,-381.7963,-147.2564,-277.1466,-74.4769,engine
1790099400,2026-09-22 17:50:00,1,1,UP,UP,0.5800,0.5800,1,1,6.9474,6.9474,3.3449,3.3364,-377.2256,-144.8408,-271.5967,-72.6706,engine
1790100300,2026-09-22 18:05:00,1,1,DOWN,DOWN,0.3700,0.3700,1,1,16.5860,16.5860,7.8143,7.7485,-371.1292,-132.6526,-263.3972,-62.7347,engine
1790102400,2026-09-22 18:40:00,0,1,,DOWN,,0.6900,,0,0,-10.2170,0,-6.5829,-371.1292,-132.6526,-271.4094,-66.0271,engine
1790103300,2026-09-22 18:55:00,1,1,DOWN,DOWN,0.3500,0.3500,1,1,18.1164,18.1164,9.0400,8.6695,-358.5515,-122.2947,-261.2901,-59.5635,engine
1790103600,2026-09-22 19:00:00,1,0,UP,,0.4700,,0,,-10.3710,0,-6.5473,0,-368.3819,-130.4626,-261.2901,-59.5635,engine
1790111400,2026-09-22 21:10:00,1,0,UP,,0.4800,,0,,-10.3640,0,-6.5413,0,-376.7099,-135.9580,-261.2901,-59.5635,engine
1790114400,2026-09-22 22:00:00,1,1,DOWN,DOWN,0.4700,0.4700,1,1,10.9056,10.9056,5.1156,5.0411,-369.9023,-132.6561,-256.5424,-52.6161,engine
1790115600,2026-09-22 22:20:00,1,1,DOWN,DOWN,0.4000,0.4600,1,1,14.5800,11.3611,6.5251,5.2331,-362.9754,-126.4441,-250.3678,-47.5158,engine
1790118600,2026-09-22 23:10:00,1,1,DOWN,DOWN,0.5600,0.5600,1,1,7.5491,7.5491,3.5646,3.6027,-362.4464,-121.8800,-249.7467,-43.5652,engine
1790122800,2026-09-23 00:20:00,1,1,DOWN,DOWN,0.3800,0.3600,0,0,-10.4340,-10.4480,-6.6819,-6.7536,-368.5097,-125.5184,-253.2864,-52.7114,engine
1790126400,2026-09-23 01:20:00,1,1,DOWN,DOWN,0.4700,0.4700,1,1,10.9056,10.9056,5.1485,5.2031,-365.7176,-123.7222,-249.9050,-49.0233,engine
1790128800,2026-09-23 02:00:00,1,1,DOWN,DOWN,0.5100,0.5100,1,1,9.2648,9.2648,4.3960,4.3485,-361.0367,-118.2447,-245.3416,-42.8113,engine
1790129400,2026-09-23 02:10:00,1,0,DOWN,,0.5400,,0,,-10.3220,0,-6.7534,0,-368.9552,-123.3826,-245.3416,-42.8113,engine
1790131500,2026-09-23 02:45:00,1,1,DOWN,DOWN,0.4500,0.4500,0,0,-10.3850,-10.3850,-6.8261,-6.4930,-375.1368,-131.0216,-252.9833,-49.5040,engine
1790137500,2026-09-23 04:25:00,1,1,DOWN,DOWN,0.4700,0.4500,1,1,10.9056,11.8372,5.1936,5.6291,-370.0612,-124.4383,-245.4892,-43.8721,engine
1790139900,2026-09-23 05:05:00,1,1,DOWN,DOWN,0.5200,0.5200,1,1,8.8948,8.8948,4.0854,4.2417,-364.6025,-120.2053,-242.4307,-37.3207,engine
1790140200,2026-09-23 05:10:00,1,0,DOWN,,0.3700,,0,,-10.4410,0,-6.8526,0,-370.1615,-126.7782,-242.4307,-37.3207,engine
1790143500,2026-09-23 06:05:00,1,1,UP,UP,0.5100,0.5100,1,1,9.2648,9.2648,4.3251,4.3026,-364.0501,-125.1728,-238.6607,-34.4661,engine
1790147100,2026-09-23 07:05:00,1,1,UP,UP,0.4300,0.4300,0,0,-10.3990,-10.3990,-6.6180,-6.7199,-373.8893,-133.6319,-245.7846,-40.1844,engine
1790150700,2026-09-23 08:05:00,1,0,UP,,0.4500,,1,,11.8372,0,6.1180,0,-365.4558,-125.1728,-245.7846,-40.1844,engine
1790169600,2026-09-23 13:20:00,1,0,DOWN,,0.4000,,0,,-10.4200,0,-6.8382,0,-374.0820,-134.7108,-245.7846,-40.1844,engine
1790170500,2026-09-23 13:35:00,1,1,UP,UP,0.5600,0.5600,1,1,7.5491,7.5491,3.6282,3.4768,-370.3407,-127.6803,-242.7389,-38.9825,engine
1790170800,2026-09-23 13:40:00,1,1,UP,UP,0.5900,0.5900,1,1,6.6622,6.6622,3.2253,3.1788,-368.4028,-126.2760,-239.0520,-36.0284,engine
1790171400,2026-09-23 13:50:00,0,1,,DOWN,,0.6600,,1,0,4.9135,0,2.3722,-368.4028,-126.2760,-235.4481,-32.7622,engine
1790171700,2026-09-23 13:55:00,1,1,DOWN,DOWN,0.4300,0.4300,0,0,-10.3990,-10.3990,-6.8145,-6.6469,-376.6216,-132.2681,-243.5227,-39.3754,engine
1790172000,2026-09-23 14:00:00,1,0,DOWN,,0.4500,,1,,11.8372,0,5.6301,0,-372.6231,-124.0507,-243.5227,-39.3754,engine
1790172900,2026-09-23 14:15:00,0,1,,DOWN,,0.8000,,1,0,2.3600,0,0.9908,-372.6231,-124.0507,-242.4856,-39.3754,engine
1790173500,2026-09-23 14:25:00,1,1,DOWN,DOWN,0.3900,0.3900,1,1,15.2140,15.2140,6.7564,7.0476,-365.9036,-119.9328,-236.6998,-31.0115,engine
1790174100,2026-09-23 14:35:00,1,1,DOWN,DOWN,0.2500,0.2500,0,0,-10.5250,-10.5250,-6.7287,-6.6346,-373.4472,-127.0378,-244.2077,-38.3724,engine
1790174400,2026-09-23 14:40:00,1,1,DOWN,DOWN,0.4000,0.4000,1,1,14.5800,14.5800,6.6949,7.6337,-363.4783,-117.0992,-235.7187,-28.0244,engine
1790175300,2026-09-23 14:55:00,1,1,DOWN,DOWN,0.5300,0.6600,0,0,-10.3290,-10.2380,-6.7159,-6.3610,-370.5579,-123.9611,-241.9554,-31.2152,engine
1790175600,2026-09-23 15:00:00,1,0,DOWN,,0.3900,,0,,-10.4270,0,-6.8016,0,-376.7919,-129.6005,-241.9554,-31.2152,engine
1790175900,2026-09-23 15:05:00,1,1,DOWN,DOWN,0.4700,0.4600,0,0,-10.3710,-10.3780,-6.8800,-6.8224,-383.8800,-136.3600,-250.8196,-36.7328,engine
1790176200,2026-09-23 15:10:00,1,1,UP,UP,0.5600,0.5600,1,1,7.5491,7.5491,3.6263,3.4004,-381.2850,-131.8043,-245.9002,-30.0020,engine
1790176500,2026-09-23 15:15:00,1,1,DOWN,DOWN,0.3900,0.6700,1,1,15.2140,4.6944,6.9218,2.1053,-371.8828,-123.6634,-243.9984,-30.0020,engine
1790176800,2026-09-23 15:20:00,1,1,DOWN,DOWN,0.4900,0.4900,1,1,10.0512,10.0512,4.7046,4.6563,-368.8578,-119.6739,-239.5693,-26.8054,engine
1790177700,2026-09-23 15:35:00,1,1,DOWN,DOWN,0.5000,0.5000,1,1,9.6500,9.6500,4.4389,4.7059,-362.8701,-113.6593,-236.1643,-20.4566,engine
1790178600,2026-09-23 15:50:00,1,1,DOWN,DOWN,0.5000,0.5000,1,1,9.6500,9.6500,4.9094,4.6576,-359.6484,-111.1994,-233.9231,-13.8450,engine
1790178900,2026-09-23 15:55:00,1,1,UP,UP,0.4500,0.4500,0,0,-10.3850,-10.3850,-6.9599,-6.5772,-364.7191,-117.3679,-240.0805,-21.0172,engine
1790179800,2026-09-23 16:10:00,1,1,DOWN,DOWN,0.5300,0.5300,0,0,-10.3290,-10.3290,-6.7900,-6.3772,-372.7230,-122.9366,-246.2390,-30.8353,engine
1790180100,2026-09-23 16:15:00,0,1,,DOWN,,0.6400,,1,0,5.3730,0,2.4269,-372.7230,-122.9366,-243.5704,-27.0659,engine
1790181600,2026-09-23 16:40:00,1,1,UP,UP,0.4100,0.4100,1,1,13.9772,13.9772,6.4405,6.3756,-366.7215,-114.1619,-239.0663,-16.0006,engine
1790182800,2026-09-23 17:00:00,1,1,DOWN,DOWN,0.4600,0.4600,1,1,11.3611,11.3611,5.1373,5.2481,-364.8284,-107.0870,-234.5120,-11.9101,engine
1790183100,2026-09-23 17:05:00,0,1,,DOWN,,0.7200,,1,0,3.6929,0,1.7257,-364.8284,-107.0870,-232.5027,-9.4486,engine
1790183400,2026-09-23 17:10:00,1,1,DOWN,DOWN,0.5800,0.5800,1,1,6.9474,6.9474,3.2218,3.3139,-360.5751,-107.0870,-230.3419,-7.2683,engine
1790184300,2026-09-23 17:25:00,1,0,UP,,0.4300,,0,,-10.3990,0,-6.5146,0,-365.9500,-111.4750,-230.3419,-7.2683,engine
1790191500,2026-09-23 19:25:00,1,1,DOWN,DOWN,0.4400,0.3900,1,1,12.3353,15.2140,5.4947,7.2964,-365.9182,-101.4310,-223.3787,0.8603,engine
1790193600,2026-09-23 20:00:00,1,1,DOWN,DOWN,0.4100,0.4200,1,1,13.9772,13.4035,6.6538,6.1316,-359.2882,-96.8908,-218.6068,6.3067,engine
1790202000,2026-09-23 22:20:00,1,0,DOWN,,0.4500,,1,,11.8372,0,5.6395,0,-356.9616,-91.1224,-218.6068,6.3067,engine
1790203800,2026-09-23 22:50:00,1,1,DOWN,DOWN,0.5400,0.5400,1,1,8.1965,8.1965,3.7551,4.0426,-350.8276,-85.4362,-214.2168,11.3885,engine
1790207700,2026-09-23 23:55:00,1,1,DOWN,DOWN,0.3900,0.4200,1,1,15.2140,13.4035,7.2629,6.2301,-342.9446,-74.6066,-206.9840,18.1979,engine
1790212200,2026-09-24 01:10:00,1,1,UP,UP,0.4000,0.4000,1,1,14.5800,14.5800,6.6947,6.6929,-334.4292,-69.1065,-200.5137,25.8435,engine
1790212500,2026-09-24 01:15:00,1,1,DOWN,DOWN,0.3500,0.3500,0,0,-10.4550,-10.4550,-6.8823,-6.7995,-339.7656,-78.6854,-209.5891,18.8317,engine
1790212800,2026-09-24 01:20:00,1,1,DOWN,DOWN,0.4500,0.4800,0,0,-10.3850,-10.3640,-6.5371,-6.6268,-349.7723,-81.2890,-213.0221,14.8606,engine
1790213400,2026-09-24 01:30:00,1,1,UP,UP,0.4500,0.5100,1,1,11.8372,9.2648,5.5339,4.1337,-345.4360,-77.8260,-210.6308,18.0907,engine
1790213700,2026-09-24 01:35:00,1,1,DOWN,DOWN,0.3700,0.3700,1,1,16.5860,16.5860,7.9080,7.6390,-333.7157,-68.5269,-204.8298,28.6527,engine
1790217300,2026-09-24 02:35:00,1,1,UP,UP,0.5700,0.5700,1,1,7.2429,7.2429,3.3358,3.4470,-332.1806,-65.7716,-202.9733,30.8165,engine
1790219700,2026-09-24 03:15:00,1,1,DOWN,DOWN,0.4300,0.4300,1,1,12.8568,12.8568,5.8310,6.0010,-325.0796,-60.6881,-195.8023,38.8720,engine
1790220900,2026-09-24 03:35:00,1,1,DOWN,DOWN,0.4100,0.5600,1,1,13.9772,7.5491,6.6246,3.5127,-321.5672,-50.5621,-193.8125,40.4992,engine
1790221500,2026-09-24 03:45:00,1,0,DOWN,,0.4800,,1,,10.4693,0,4.7312,0,-313.4891,-46.7389,-193.8125,40.4992,engine
1790223000,2026-09-24 04:10:00,1,1,DOWN,DOWN,0.5700,0.5700,1,1,7.2429,7.2429,3.4877,3.5053,-310.0882,-41.5847,-189.3094,44.0244,engine
1790229600,2026-09-24 06:00:00,1,1,UP,UP,0.3700,0.3700,1,1,16.5860,16.5860,7.4117,7.7199,-301.8115,-32.5375,-182.9238,55.2477,engine
1790231100,2026-09-24 06:25:00,1,0,DOWN,,0.3800,,0,,-10.4340,0,-6.9000,0,-308.5989,-40.0198,-182.9238,55.2477,engine
1790231400,2026-09-24 06:30:00,1,1,DOWN,DOWN,0.4000,0.7300,1,1,14.5800,3.5096,6.9343,1.5185,-302.3632,-30.7064,-180.9892,56.1065,engine
1790234400,2026-09-24 07:20:00,1,0,DOWN,,0.4500,,0,,-10.3850,0,-6.6709,0,-308.7106,-36.4548,-180.9892,56.1065,engine
1790235000,2026-09-24 07:30:00,1,0,DOWN,,0.3900,,0,,-10.4270,0,-6.6769,0,-313.3325,-44.2678,-180.9892,56.1065,engine
1790237100,2026-09-24 08:05:00,1,0,DOWN,,0.4700,,1,,10.9056,0,5.0171,0,-310.7448,-39.9096,-180.9892,56.1065,engine
1790238900,2026-09-24 08:35:00,1,1,UP,UP,0.4600,0.4600,0,0,-10.3780,-10.3780,-6.6553,-6.7796,-320.0627,-46.5867,-189.5690,46.1915,engine
1790239800,2026-09-24 08:50:00,1,1,UP,UP,0.2800,0.2800,0,0,-10.5040,-10.5040,-6.6958,-6.8201,-326.6990,-54.6476,-196.8278,38.5572,engine
1790240400,2026-09-24 09:00:00,1,1,DOWN,DOWN,0.4300,0.4300,1,1,12.8568,12.8568,5.9227,6.1592,-317.7850,-49.7769,-188.4873,46.9947,engine
1790241600,2026-09-24 09:20:00,1,1,DOWN,DOWN,0.3100,0.3100,1,1,21.7751,21.7751,10.2112,10.2452,-312.3321,-34.6062,-181.6869,59.7177,engine
1790244600,2026-09-24 10:10:00,0,1,,DOWN,,0.7200,,1,0,3.6929,0,1.6387,-312.3321,-34.6062,-181.0107,60.5019,engine
1790247000,2026-09-24 10:50:00,1,1,DOWN,DOWN,0.3800,0.4000,0,0,-10.4340,-10.4200,-6.7947,-6.7853,-321.1618,-41.7185,-186.6299,52.0845,engine
1790248200,2026-09-24 11:10:00,1,0,DOWN,,0.4700,,0,,-10.3710,0,-6.8576,0,-330.0847,-51.1048,-186.6299,52.0845,engine
1790250000,2026-09-24 11:40:00,1,1,DOWN,DOWN,0.3800,0.3800,1,1,15.8818,15.8818,7.0669,7.3915,-322.7101,-43.4671,-179.2104,59.8445,engine
1790251800,2026-09-24 12:10:00,1,0,DOWN,,0.5400,,1,,8.1965,0,4.0876,0,-319.0019,-39.5652,-179.2104,59.8445,engine
1790254200,2026-09-24 12:50:00,1,0,UP,,0.4300,,0,,-10.3990,0,-6.6058,0,-323.2147,-43.8159,-179.2104,59.8445,engine
1790256000,2026-09-24 13:20:00,1,0,DOWN,,0.4900,,1,,10.0512,0,4.7004,0,-319.7512,-41.6984,-179.2104,59.8445,engine
1790257500,2026-09-24 13:45:00,1,1,UP,UP,0.5100,0.5100,0,0,-10.3430,-10.3430,-6.6130,-6.9027,-326.3267,-46.6220,-186.6299,54.8161,engine
1790259300,2026-09-24 14:15:00,1,1,UP,UP,0.5100,0.5100,1,1,9.2648,9.2648,4.4406,4.4666,-321.0979,-41.5888,-181.8220,59.6076,engine
