epoch,utc_time,raw_fired,fixed_fired,side_raw,side_fixed,ask_raw,ask_fixed,won_raw,won_fixed,paper_pnl_raw,paper_pnl_fixed,exec_exp_pnl_raw,exec_exp_pnl_fixed,exec_p05_cum_raw,exec_p95_cum_raw,exec_p05_cum_fixed,exec_p95_cum_fixed,grading_source
1789484100,2026-09-15 14:55:00,1,1,DOWN,DOWN,0.6100,0.6100,0,0,-10.2730,-10.2730,-6.9572,-6.6707,-50.1515,26.8978,-47.1362,16.6106,venues
1789484700,2026-09-15 15:05:00,1,1,DOWN,DOWN,0.4300,0.4300,0,0,-10.3990,-10.3990,-6.8871,-6.6076,-58.4770,20.7369,-53.7182,10.4429,venues
1789485600,2026-09-15 15:20:00,1,1,UP,UP,0.6600,0.6600,1,1,4.9135,4.9135,2.3320,2.2231,-55.7051,23.9304,-51.3211,12.8072,venues
1789486200,2026-09-15 15:30:00,1,1,UP,UP,0.4500,0.4500,0,0,-10.3850,-10.3850,-6.7743,-6.5259,-62.1610,17.4461,-59.5517,6.4287,venues
1789486500,2026-09-15 15:35:00,1,1,DOWN,DOWN,0.5400,0.5400,0,0,-10.3220,-10.3220,-6.6198,-6.7339,-69.1931,9.3969,-67.5903,1.9343,venues
1789487100,2026-09-15 15:45:00,1,0,DOWN,,0.4400,,0,,-10.3920,0,-6.7782,0,-75.6117,4.4131,-67.5903,1.9343,venues
1789492200,2026-09-15 17:10:00,1,1,DOWN,DOWN,0.4300,0.4300,0,0,-10.3990,-10.3990,-6.4928,-6.8968,-83.9121,-0.3401,-73.9503,-4.6546,venues
1789492500,2026-09-15 17:15:00,1,1,DOWN,DOWN,0.5000,0.5000,0,0,-10.3500,-10.3500,-6.9069,-6.7405,-91.3479,-7.9882,-82.1671,-11.0876,venues
1789494600,2026-09-15 17:50:00,1,1,DOWN,DOWN,0.5600,0.5600,0,0,-10.3080,-10.3080,-6.7146,-6.8470,-100.1739,-12.0671,-90.5349,-17.0539,venues
1789496700,2026-09-15 18:25:00,1,1,DOWN,DOWN,0.4300,0.4300,0,0,-10.3990,-10.3990,-6.7423,-6.7517,-109.2247,-18.9425,-98.2280,-21.9270,engine
1789497300,2026-09-15 18:35:00,1,1,DOWN,DOWN,0.4700,0.4700,1,1,10.9056,10.9056,4.9772,5.1595,-103.9334,-13.1038,-92.9563,-17.1897,engine
1789498200,2026-09-15 18:50:00,1,0,UP,,0.4800,,1,,10.4693,0,5.0695,0,-100.6168,-6.4417,-92.9563,-17.1897,engine
1789499100,2026-09-15 19:05:00,0,1,,DOWN,,0.7000,,1,0,4.0757,0,1.8590,-100.6168,-6.4417,-91.5810,-14.9856,engine
1789499400,2026-09-15 19:10:00,0,1,,DOWN,,0.7900,,1,0,2.5112,0,1.1156,-100.6168,-6.4417,-89.9371,-14.8571,venues
1789499700,2026-09-15 19:15:00,1,1,DOWN,DOWN,0.5900,0.5900,0,0,-10.2870,-10.2870,-6.7417,-6.7827,-107.9109,-13.0325,-99.3458,-19.4722,venues
1789500000,2026-09-15 19:20:00,1,1,UP,UP,0.2900,0.2900,0,0,-10.4970,-10.4970,-6.7113,-6.8688,-115.7487,-16.8271,-106.7922,-25.2217,engine
