date,start,end,pnl,ret_pct,trades,wins,losses,acc,start_stake,end_stake,min_stake,max_stake,recalc_3w,recalc_2l,maxdd,lowest_capital,max_win_streak,max_loss_streak,below_min_order,skipped_unexecutable,bankrupt
2026-08-22,50.0,13.091898157735946,-36.90810184226405,-73.8162036845281,282,211,71,74.822695035461,5.0,1.223361327576659,1.1345764410485157,6.785442372579055,46,17,57.80116355315515,11.345764410485156,3,2,140,1,False
2026-08-24,13.091898157735946,0.9778573807303912,-12.114040777005554,-92.53082044369113,235,168,67,71.48936170212765,1.223361327576659,0.11305679754363612,0.11305679754363612,1.3984079708524995,36,16,13.104110899738357,0.9778573807303912,3,2,235,0,True
2026-08-27,0.9778573807303912,0.9778573807303912,0.0,0.0,0,0,0,,0.11305679754363612,0.11305679754363612,,,0,0,0.0,0.9778573807303912,0,0,0,0,True
2026-08-31,0.9778573807303912,0.9778573807303912,0.0,0.0,0,0,0,,0.11305679754363612,0.11305679754363612,,,0,0,0.0,0.9778573807303912,0,0,0,0,True
2026-09-05,0.9778573807303912,0.9778573807303912,0.0,0.0,0,0,0,,0.11305679754363612,0.11305679754363612,,,0,0,0.0,0.9778573807303912,0,0,0,0,True
